date_id,full_date,year,quarter,month,month_name,week,day_of_week
20220101,2022-01-01,2022,1,1,January,0,Saturday
20220102,2022-01-02,2022,1,1,January,0,Sunday
20220103,2022-01-03,2022,1,1,January,1,Monday
20220104,2022-01-04,2022,1,1,January,1,Tuesday
20220105,2022-01-05,2022,1,1,January,1,Wednesday
20220106,2022-01-06,2022,1,1,January,1,Thursday
20220107,2022-01-07,2022,1,1,January,1,Friday
20220108,2022-01-08,2022,1,1,January,1,Saturday
20220109,2022-01-09,2022,1,1,January,1,Sunday
20220110,2022-01-10,2022,1,1,January,2,Monday
20220111,2022-01-11,2022,1,1,January,2,Tuesday
20220112,2022-01-12,2022,1,1,January,2,Wednesday
20220113,2022-01-13,2022,1,1,January,2,Thursday
20220114,2022-01-14,2022,1,1,January,2,Friday
20220115,2022-01-15,2022,1,1,January,2,Saturday
20220116,2022-01-16,2022,1,1,January,2,Sunday
20220117,2022-01-17,2022,1,1,January,3,Monday
20220118,2022-01-18,2022,1,1,January,3,Tuesday
20220119,2022-01-19,2022,1,1,January,3,Wednesday
20220120,2022-01-20,2022,1,1,January,3,Thursday
20220121,2022-01-21,2022,1,1,January,3,Friday
20220122,2022-01-22,2022,1,1,January,3,Saturday
20220123,2022-01-23,2022,1,1,January,3,Sunday
20220124,2022-01-24,2022,1,1,January,4,Monday
20220125,2022-01-25,2022,1,1,January,4,Tuesday
20220126,2022-01-26,2022,1,1,January,4,Wednesday
20220127,2022-01-27,2022,1,1,January,4,Thursday
20220128,2022-01-28,2022,1,1,January,4,Friday
20220129,2022-01-29,2022,1,1,January,4,Saturday
20220131,2022-01-31,2022,1,1,January,5,Monday
20220201,2022-02-01,2022,1,2,February,5,Tuesday
20220202,2022-02-02,2022,1,2,February,5,Wednesday
20220203,2022-02-03,2022,1,2,February,5,Thursday
20220204,2022-02-04,2022,1,2,February,5,Friday
20220205,2022-02-05,2022,1,2,February,5,Saturday
20220206,2022-02-06,2022,1,2,February,5,Sunday
20220207,2022-02-07,2022,1,2,February,6,Monday
20220208,2022-02-08,2022,1,2,February,6,Tuesday
20220209,2022-02-09,2022,1,2,February,6,Wednesday
20220210,2022-02-10,2022,1,2,February,6,Thursday
20220211,2022-02-11,2022,1,2,February,6,Friday
20220212,2022-02-12,2022,1,2,February,6,Saturday
20220213,2022-02-13,2022,1,2,February,6,Sunday
20220215,2022-02-15,2022,1,2,February,7,Tuesday
20220216,2022-02-16,2022,1,2,February,7,Wednesday
20220217,2022-02-17,2022,1,2,February,7,Thursday
20220218,2022-02-18,2022,1,2,February,7,Friday
20220220,2022-02-20,2022,1,2,February,7,Sunday
20220222,2022-02-22,2022,1,2,February,8,Tuesday
20220223,2022-02-23,2022,1,2,February,8,Wednesday
20220224,2022-02-24,2022,1,2,February,8,Thursday
20220225,2022-02-25,2022,1,2,February,8,Friday
20220227,2022-02-27,2022,1,2,February,8,Sunday
20220228,2022-02-28,2022,1,2,February,9,Monday
20220301,2022-03-01,2022,1,3,March,9,Tuesday
20220302,2022-03-02,2022,1,3,March,9,Wednesday
20220303,2022-03-03,2022,1,3,March,9,Thursday
20220304,2022-03-04,2022,1,3,March,9,Friday
20220305,2022-03-05,2022,1,3,March,9,Saturday
20220306,2022-03-06,2022,1,3,March,9,Sunday
20220307,2022-03-07,2022,1,3,March,10,Monday
20220308,2022-03-08,2022,1,3,March,10,Tuesday
20220310,2022-03-10,2022,1,3,March,10,Thursday
20220311,2022-03-11,2022,1,3,March,10,Friday
20220313,2022-03-13,2022,1,3,March,10,Sunday
20220314,2022-03-14,2022,1,3,March,11,Monday
20220315,2022-03-15,2022,1,3,March,11,Tuesday
20220316,2022-03-16,2022,1,3,March,11,Wednesday
20220317,2022-03-17,2022,1,3,March,11,Thursday
20220319,2022-03-19,2022,1,3,March,11,Saturday
20220320,2022-03-20,2022,1,3,March,11,Sunday
20220321,2022-03-21,2022,1,3,March,12,Monday
20220322,2022-03-22,2022,1,3,March,12,Tuesday
20220323,2022-03-23,2022,1,3,March,12,Wednesday
20220324,2022-03-24,2022,1,3,March,12,Thursday
20220325,2022-03-25,2022,1,3,March,12,Friday
20220326,2022-03-26,2022,1,3,March,12,Saturday
20220327,2022-03-27,2022,1,3,March,12,Sunday
20220328,2022-03-28,2022,1,3,March,13,Monday
20220329,2022-03-29,2022,1,3,March,13,Tuesday
20220330,2022-03-30,2022,1,3,March,13,Wednesday
20220331,2022-03-31,2022,1,3,March,13,Thursday
20220401,2022-04-01,2022,2,4,April,13,Friday
20220402,2022-04-02,2022,2,4,April,13,Saturday
20220403,2022-04-03,2022,2,4,April,13,Sunday
20220404,2022-04-04,2022,2,4,April,14,Monday
20220405,2022-04-05,2022,2,4,April,14,Tuesday
20220406,2022-04-06,2022,2,4,April,14,Wednesday
20220407,2022-04-07,2022,2,4,April,14,Thursday
20220408,2022-04-08,2022,2,4,April,14,Friday
20220409,2022-04-09,2022,2,4,April,14,Saturday
20220410,2022-04-10,2022,2,4,April,14,Sunday
20220412,2022-04-12,2022,2,4,April,15,Tuesday
20220413,2022-04-13,2022,2,4,April,15,Wednesday
20220414,2022-04-14,2022,2,4,April,15,Thursday
20220415,2022-04-15,2022,2,4,April,15,Friday
20220416,2022-04-16,2022,2,4,April,15,Saturday
20220417,2022-04-17,2022,2,4,April,15,Sunday
20220418,2022-04-18,2022,2,4,April,16,Monday
20220419,2022-04-19,2022,2,4,April,16,Tuesday
20220421,2022-04-21,2022,2,4,April,16,Thursday
20220422,2022-04-22,2022,2,4,April,16,Friday
20220423,2022-04-23,2022,2,4,April,16,Saturday
20220424,2022-04-24,2022,2,4,April,16,Sunday
20220425,2022-04-25,2022,2,4,April,17,Monday
20220426,2022-04-26,2022,2,4,April,17,Tuesday
20220427,2022-04-27,2022,2,4,April,17,Wednesday
20220428,2022-04-28,2022,2,4,April,17,Thursday
20220429,2022-04-29,2022,2,4,April,17,Friday
20220430,2022-04-30,2022,2,4,April,17,Saturday
20220501,2022-05-01,2022,2,5,May,17,Sunday
20220502,2022-05-02,2022,2,5,May,18,Monday
20220503,2022-05-03,2022,2,5,May,18,Tuesday
20220504,2022-05-04,2022,2,5,May,18,Wednesday
20220505,2022-05-05,2022,2,5,May,18,Thursday
20220506,2022-05-06,2022,2,5,May,18,Friday
20220507,2022-05-07,2022,2,5,May,18,Saturday
20220508,2022-05-08,2022,2,5,May,18,Sunday
20220509,2022-05-09,2022,2,5,May,19,Monday
20220510,2022-05-10,2022,2,5,May,19,Tuesday
20220511,2022-05-11,2022,2,5,May,19,Wednesday
20220512,2022-05-12,2022,2,5,May,19,Thursday
20220513,2022-05-13,2022,2,5,May,19,Friday
20220514,2022-05-14,2022,2,5,May,19,Saturday
20220515,2022-05-15,2022,2,5,May,19,Sunday
20220517,2022-05-17,2022,2,5,May,20,Tuesday
20220518,2022-05-18,2022,2,5,May,20,Wednesday
20220519,2022-05-19,2022,2,5,May,20,Thursday
20220520,2022-05-20,2022,2,5,May,20,Friday
20220521,2022-05-21,2022,2,5,May,20,Saturday
20220522,2022-05-22,2022,2,5,May,20,Sunday
20220523,2022-05-23,2022,2,5,May,21,Monday
20220524,2022-05-24,2022,2,5,May,21,Tuesday
20220525,2022-05-25,2022,2,5,May,21,Wednesday
20220526,2022-05-26,2022,2,5,May,21,Thursday
20220527,2022-05-27,2022,2,5,May,21,Friday
20220528,2022-05-28,2022,2,5,May,21,Saturday
20220529,2022-05-29,2022,2,5,May,21,Sunday
20220530,2022-05-30,2022,2,5,May,22,Monday
20220531,2022-05-31,2022,2,5,May,22,Tuesday
20220601,2022-06-01,2022,2,6,June,22,Wednesday
20220602,2022-06-02,2022,2,6,June,22,Thursday
20220603,2022-06-03,2022,2,6,June,22,Friday
20220604,2022-06-04,2022,2,6,June,22,Saturday
20220605,2022-06-05,2022,2,6,June,22,Sunday
20220606,2022-06-06,2022,2,6,June,23,Monday
20220607,2022-06-07,2022,2,6,June,23,Tuesday
20220608,2022-06-08,2022,2,6,June,23,Wednesday
20220609,2022-06-09,2022,2,6,June,23,Thursday
20220610,2022-06-10,2022,2,6,June,23,Friday
20220611,2022-06-11,2022,2,6,June,23,Saturday
20220612,2022-06-12,2022,2,6,June,23,Sunday
20220614,2022-06-14,2022,2,6,June,24,Tuesday
20220615,2022-06-15,2022,2,6,June,24,Wednesday
20220616,2022-06-16,2022,2,6,June,24,Thursday
20220617,2022-06-17,2022,2,6,June,24,Friday
20220619,2022-06-19,2022,2,6,June,24,Sunday
20220620,2022-06-20,2022,2,6,June,25,Monday
20220621,2022-06-21,2022,2,6,June,25,Tuesday
20220622,2022-06-22,2022,2,6,June,25,Wednesday
20220623,2022-06-23,2022,2,6,June,25,Thursday
20220624,2022-06-24,2022,2,6,June,25,Friday
20220625,2022-06-25,2022,2,6,June,25,Saturday
20220626,2022-06-26,2022,2,6,June,25,Sunday
20220627,2022-06-27,2022,2,6,June,26,Monday
20220628,2022-06-28,2022,2,6,June,26,Tuesday
20220629,2022-06-29,2022,2,6,June,26,Wednesday
20220630,2022-06-30,2022,2,6,June,26,Thursday
20220701,2022-07-01,2022,3,7,July,26,Friday
20220702,2022-07-02,2022,3,7,July,26,Saturday
20220703,2022-07-03,2022,3,7,July,26,Sunday
20220704,2022-07-04,2022,3,7,July,27,Monday
20220705,2022-07-05,2022,3,7,July,27,Tuesday
20220706,2022-07-06,2022,3,7,July,27,Wednesday
20220707,2022-07-07,2022,3,7,July,27,Thursday
20220708,2022-07-08,2022,3,7,July,27,Friday
20220709,2022-07-09,2022,3,7,July,27,Saturday
20220710,2022-07-10,2022,3,7,July,27,Sunday
20220711,2022-07-11,2022,3,7,July,28,Monday
20220713,2022-07-13,2022,3,7,July,28,Wednesday
20220714,2022-07-14,2022,3,7,July,28,Thursday
20220715,2022-07-15,2022,3,7,July,28,Friday
20220717,2022-07-17,2022,3,7,July,28,Sunday
20220718,2022-07-18,2022,3,7,July,29,Monday
20220719,2022-07-19,2022,3,7,July,29,Tuesday
20220720,2022-07-20,2022,3,7,July,29,Wednesday
20220721,2022-07-21,2022,3,7,July,29,Thursday
20220722,2022-07-22,2022,3,7,July,29,Friday
20220723,2022-07-23,2022,3,7,July,29,Saturday
20220724,2022-07-24,2022,3,7,July,29,Sunday
20220725,2022-07-25,2022,3,7,July,30,Monday
20220726,2022-07-26,2022,3,7,July,30,Tuesday
20220727,2022-07-27,2022,3,7,July,30,Wednesday
20220728,2022-07-28,2022,3,7,July,30,Thursday
20220729,2022-07-29,2022,3,7,July,30,Friday
20220731,2022-07-31,2022,3,7,July,30,Sunday
20220801,2022-08-01,2022,3,8,August,31,Monday
20220802,2022-08-02,2022,3,8,August,31,Tuesday
20220803,2022-08-03,2022,3,8,August,31,Wednesday
20220804,2022-08-04,2022,3,8,August,31,Thursday
20220805,2022-08-05,2022,3,8,August,31,Friday
20220806,2022-08-06,2022,3,8,August,31,Saturday
20220808,2022-08-08,2022,3,8,August,32,Monday
20220810,2022-08-10,2022,3,8,August,32,Wednesday
20220811,2022-08-11,2022,3,8,August,32,Thursday
20220812,2022-08-12,2022,3,8,August,32,Friday
20220813,2022-08-13,2022,3,8,August,32,Saturday
20220814,2022-08-14,2022,3,8,August,32,Sunday
20220815,2022-08-15,2022,3,8,August,33,Monday
20220816,2022-08-16,2022,3,8,August,33,Tuesday
20220817,2022-08-17,2022,3,8,August,33,Wednesday
20220818,2022-08-18,2022,3,8,August,33,Thursday
20220819,2022-08-19,2022,3,8,August,33,Friday
20220821,2022-08-21,2022,3,8,August,33,Sunday
20220822,2022-08-22,2022,3,8,August,34,Monday
20220823,2022-08-23,2022,3,8,August,34,Tuesday
20220824,2022-08-24,2022,3,8,August,34,Wednesday
20220825,2022-08-25,2022,3,8,August,34,Thursday
20220827,2022-08-27,2022,3,8,August,34,Saturday
20220829,2022-08-29,2022,3,8,August,35,Monday
20220830,2022-08-30,2022,3,8,August,35,Tuesday
20220831,2022-08-31,2022,3,8,August,35,Wednesday
20220901,2022-09-01,2022,3,9,September,35,Thursday
20220902,2022-09-02,2022,3,9,September,35,Friday
20220903,2022-09-03,2022,3,9,September,35,Saturday
20220904,2022-09-04,2022,3,9,September,35,Sunday
20220906,2022-09-06,2022,3,9,September,36,Tuesday
20220907,2022-09-07,2022,3,9,September,36,Wednesday
20220908,2022-09-08,2022,3,9,September,36,Thursday
20220909,2022-09-09,2022,3,9,September,36,Friday
20220910,2022-09-10,2022,3,9,September,36,Saturday
20220911,2022-09-11,2022,3,9,September,36,Sunday
20220913,2022-09-13,2022,3,9,September,37,Tuesday
20220914,2022-09-14,2022,3,9,September,37,Wednesday
20220915,2022-09-15,2022,3,9,September,37,Thursday
20220916,2022-09-16,2022,3,9,September,37,Friday
20220918,2022-09-18,2022,3,9,September,37,Sunday
20220919,2022-09-19,2022,3,9,September,38,Monday
20220920,2022-09-20,2022,3,9,September,38,Tuesday
20220921,2022-09-21,2022,3,9,September,38,Wednesday
20220922,2022-09-22,2022,3,9,September,38,Thursday
20220923,2022-09-23,2022,3,9,September,38,Friday
20220924,2022-09-24,2022,3,9,September,38,Saturday
20220925,2022-09-25,2022,3,9,September,38,Sunday
20220926,2022-09-26,2022,3,9,September,39,Monday
20220927,2022-09-27,2022,3,9,September,39,Tuesday
20220928,2022-09-28,2022,3,9,September,39,Wednesday
20220929,2022-09-29,2022,3,9,September,39,Thursday
20220930,2022-09-30,2022,3,9,September,39,Friday
20221001,2022-10-01,2022,4,10,October,39,Saturday
20221002,2022-10-02,2022,4,10,October,39,Sunday
20221003,2022-10-03,2022,4,10,October,40,Monday
20221004,2022-10-04,2022,4,10,October,40,Tuesday
20221005,2022-10-05,2022,4,10,October,40,Wednesday
20221006,2022-10-06,2022,4,10,October,40,Thursday
20221007,2022-10-07,2022,4,10,October,40,Friday
20221008,2022-10-08,2022,4,10,October,40,Saturday
20221009,2022-10-09,2022,4,10,October,40,Sunday
20221010,2022-10-10,2022,4,10,October,41,Monday
20221011,2022-10-11,2022,4,10,October,41,Tuesday
20221012,2022-10-12,2022,4,10,October,41,Wednesday
20221013,2022-10-13,2022,4,10,October,41,Thursday
20221014,2022-10-14,2022,4,10,October,41,Friday
20221015,2022-10-15,2022,4,10,October,41,Saturday
20221016,2022-10-16,2022,4,10,October,41,Sunday
20221018,2022-10-18,2022,4,10,October,42,Tuesday
20221019,2022-10-19,2022,4,10,October,42,Wednesday
20221020,2022-10-20,2022,4,10,October,42,Thursday
20221021,2022-10-21,2022,4,10,October,42,Friday
20221022,2022-10-22,2022,4,10,October,42,Saturday
20221023,2022-10-23,2022,4,10,October,42,Sunday
20221024,2022-10-24,2022,4,10,October,43,Monday
20221025,2022-10-25,2022,4,10,October,43,Tuesday
20221027,2022-10-27,2022,4,10,October,43,Thursday
20221028,2022-10-28,2022,4,10,October,43,Friday
20221029,2022-10-29,2022,4,10,October,43,Saturday
20221030,2022-10-30,2022,4,10,October,43,Sunday
20221031,2022-10-31,2022,4,10,October,44,Monday
20221101,2022-11-01,2022,4,11,November,44,Tuesday
20221102,2022-11-02,2022,4,11,November,44,Wednesday
20221103,2022-11-03,2022,4,11,November,44,Thursday
20221104,2022-11-04,2022,4,11,November,44,Friday
20221105,2022-11-05,2022,4,11,November,44,Saturday
20221106,2022-11-06,2022,4,11,November,44,Sunday
20221107,2022-11-07,2022,4,11,November,45,Monday
20221108,2022-11-08,2022,4,11,November,45,Tuesday
20221109,2022-11-09,2022,4,11,November,45,Wednesday
20221110,2022-11-10,2022,4,11,November,45,Thursday
20221111,2022-11-11,2022,4,11,November,45,Friday
20221112,2022-11-12,2022,4,11,November,45,Saturday
20221113,2022-11-13,2022,4,11,November,45,Sunday
20221114,2022-11-14,2022,4,11,November,46,Monday
20221115,2022-11-15,2022,4,11,November,46,Tuesday
20221116,2022-11-16,2022,4,11,November,46,Wednesday
20221117,2022-11-17,2022,4,11,November,46,Thursday
20221118,2022-11-18,2022,4,11,November,46,Friday
20221119,2022-11-19,2022,4,11,November,46,Saturday
20221120,2022-11-20,2022,4,11,November,46,Sunday
20221121,2022-11-21,2022,4,11,November,47,Monday
20221122,2022-11-22,2022,4,11,November,47,Tuesday
20221123,2022-11-23,2022,4,11,November,47,Wednesday
20221124,2022-11-24,2022,4,11,November,47,Thursday
20221125,2022-11-25,2022,4,11,November,47,Friday
20221126,2022-11-26,2022,4,11,November,47,Saturday
20221127,2022-11-27,2022,4,11,November,47,Sunday
20221128,2022-11-28,2022,4,11,November,48,Monday
20221130,2022-11-30,2022,4,11,November,48,Wednesday
20221201,2022-12-01,2022,4,12,December,48,Thursday
20221202,2022-12-02,2022,4,12,December,48,Friday
20221203,2022-12-03,2022,4,12,December,48,Saturday
20221204,2022-12-04,2022,4,12,December,48,Sunday
20221205,2022-12-05,2022,4,12,December,49,Monday
20221206,2022-12-06,2022,4,12,December,49,Tuesday
20221207,2022-12-07,2022,4,12,December,49,Wednesday
20221208,2022-12-08,2022,4,12,December,49,Thursday
20221210,2022-12-10,2022,4,12,December,49,Saturday
20221211,2022-12-11,2022,4,12,December,49,Sunday
20221212,2022-12-12,2022,4,12,December,50,Monday
20221213,2022-12-13,2022,4,12,December,50,Tuesday
20221214,2022-12-14,2022,4,12,December,50,Wednesday
20221215,2022-12-15,2022,4,12,December,50,Thursday
20221216,2022-12-16,2022,4,12,December,50,Friday
20221218,2022-12-18,2022,4,12,December,50,Sunday
20221219,2022-12-19,2022,4,12,December,51,Monday
20221220,2022-12-20,2022,4,12,December,51,Tuesday
20221222,2022-12-22,2022,4,12,December,51,Thursday
20221223,2022-12-23,2022,4,12,December,51,Friday
20221224,2022-12-24,2022,4,12,December,51,Saturday
20221225,2022-12-25,2022,4,12,December,51,Sunday
20221226,2022-12-26,2022,4,12,December,52,Monday
20221227,2022-12-27,2022,4,12,December,52,Tuesday
20221229,2022-12-29,2022,4,12,December,52,Thursday
20221230,2022-12-30,2022,4,12,December,52,Friday
20221231,2022-12-31,2022,4,12,December,52,Saturday
